UUID,Version,Name (en),Kategorie (en),Bezugseinheit,Modul,GWP,ODP,POCP,AP,EP,ADPE
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2,20.19.120,Gravel 2/32 dried,Mineral building products' / 'Concrete aggregates' / 'Sand and gravel,kg,A1-A3,0.03,0.00,0.00,0.00,0.00,0.00
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2,20.19.120,Gravel 2/32 dried,Mineral building products' / 'Concrete aggregates' / 'Sand and gravel,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2,20.19.120,Gravel 2/32 dried,Mineral building products' / 'Concrete aggregates' / 'Sand and gravel,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2,20.19.120,Gravel 2/32 dried,Mineral building products' / 'Concrete aggregates' / 'Sand and gravel,kg,C3,0.01,0.00,0.00,0.00,0.00,0.00
e7b1d3c2-3494-4ae6-9f98-d4d507dcd0c2,20.19.120,Gravel 2/32 dried,Mineral building products' / 'Concrete aggregates' / 'Sand and gravel,kg,D,0.00,0.00,0.00,0.00,0.00,0.00
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8,20.19.120,Polystyrene foam filling (without binder),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,A1-A3,48.87,0.00,0.26,0.06,0.01,0.00
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8,20.19.120,Polystyrene foam filling (without binder),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C1,0.00,0.00,0.00,0.00,0.00,0.00
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8,20.19.120,Polystyrene foam filling (without binder),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C2,0.04,0.00,0.00,0.00,0.00,0.00
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8,20.19.120,Polystyrene foam filling (without binder),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,C3,55.41,0.00,0.00,0.00,0.00,0.00
e6b12fcd-c1fb-40d9-a9ec-d0149c3d1cd8,20.19.120,Polystyrene foam filling (without binder),Insulation materials' / 'Expanded polystyrene' / 'EPS white,m3,D,-23.21,0.00,0.00,-0.02,0.00,0.00
e69bcb28-f58b-443b-b62f-810bbdf6cedb,20.19.120,Oil low temperature boiler 20-120 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,A1-A3,1287.48,0.00,0.33,4.41,0.35,0.07
e69bcb28-f58b-443b-b62f-810bbdf6cedb,20.19.120,Oil low temperature boiler 20-120 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C2,3.50,0.00,-0.01,0.01,0.00,0.00
e69bcb28-f58b-443b-b62f-810bbdf6cedb,20.19.120,Oil low temperature boiler 20-120 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C3,19.08,0.00,0.00,0.01,0.00,0.00
e69bcb28-f58b-443b-b62f-810bbdf6cedb,20.19.120,Oil low temperature boiler 20-120 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C4,1.60,0.00,0.00,0.00,0.00,0.00
e69bcb28-f58b-443b-b62f-810bbdf6cedb,20.19.120,Oil low temperature boiler 20-120 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,D,-223.01,0.00,-0.07,-0.67,-0.05,-0.01
e5dbd47f-b181-4d85-bafe-2efc555f6afe,20.19.120,Elastomer joint tape. polysulfide,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,A1-A3,9.16,0.00,0.00,0.02,0.00,0.00
e5dbd47f-b181-4d85-bafe-2efc555f6afe,20.19.120,Elastomer joint tape. polysulfide,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
e5dbd47f-b181-4d85-bafe-2efc555f6afe,20.19.120,Elastomer joint tape. polysulfide,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
e5dbd47f-b181-4d85-bafe-2efc555f6afe,20.19.120,Elastomer joint tape. polysulfide,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,C3,1.18,0.00,0.00,0.00,0.00,0.00
e5dbd47f-b181-4d85-bafe-2efc555f6afe,20.19.120,Elastomer joint tape. polysulfide,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,D,-0.55,0.00,0.00,0.00,0.00,0.00
e58a3c28-4818-43e3-9e72-f08267926613,20.19.120,Use - 1 kWh of final energy from gas low-temperature (according to EnEV),Building service engineering' / 'Use' / 'Use heat generator (EnEV),MJ,B6,0.23,0.00,0.00,0.00,0.00,0.00
e57d0275-85d4-4536-a95c-017e68c3855f,20.19.120,Usage - gas calorific boiler (120-400 kW. acc. EnEV),Building service engineering' / 'Use' / 'Use heat generator (EnEV),MJ,B6,0.23,0.00,0.00,0.00,0.00,0.00
e5667f83-7ece-4601-8cda-5af10216993a,20.19.120,Usage - gas heat pump air (70 kW. 0 �C. acc. EnEV),Building service engineering' / 'Use' / 'Use heat generator (EnEV),MJ,B6,0.20,0.00,0.00,0.00,0.00,0.00
e26920b5-c0df-4feb-95a3-d6d38fe7871e,20.19.120,Liquefied petroleum gas (LPG),Others' / 'Energy carrier - delivery free user' / 'Liquid gas,kg,B6,0.74,0.00,0.00,0.00,0.00,0.00
e24f9f47-8580-45c2-b16d-45145d65a813,20.19.120,Fibre cement facade panel,Mineral building products' / 'Bricks. blocks and elements' / 'Fibre Cement,qm,A1-A3,6.99,0.00,0.00,0.01,0.00,0.00
e24f9f47-8580-45c2-b16d-45145d65a813,20.19.120,Fibre cement facade panel,Mineral building products' / 'Bricks. blocks and elements' / 'Fibre Cement,qm,C2,0.04,0.00,0.00,0.00,0.00,0.00
e24f9f47-8580-45c2-b16d-45145d65a813,20.19.120,Fibre cement facade panel,Mineral building products' / 'Bricks. blocks and elements' / 'Fibre Cement,qm,C4,0.20,0.00,0.00,0.00,0.00,0.00
e2306538-776d-4bc5-ae3b-1c920fb40285,20.19.120,Expanded glass granulate,Mineral building products' / 'Concrete aggregates' / 'Granulated foam glass,kg,A1-A3,0.27,0.00,0.00,0.00,0.00,0.00
e1ccc83d-01d7-407a-ab59-8c3e1265e8cf,20.19.120,Gas low temperature boiler < 20 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,A1-A3,446.21,0.00,0.11,1.54,0.12,0.02
e1ccc83d-01d7-407a-ab59-8c3e1265e8cf,20.19.120,Gas low temperature boiler < 20 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C2,1.16,0.00,0.00,0.00,0.00,0.00
e1ccc83d-01d7-407a-ab59-8c3e1265e8cf,20.19.120,Gas low temperature boiler < 20 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C3,9.16,0.00,0.00,0.00,0.00,0.00
e1ccc83d-01d7-407a-ab59-8c3e1265e8cf,20.19.120,Gas low temperature boiler < 20 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,C4,0.64,0.00,0.00,0.00,0.00,0.00
e1ccc83d-01d7-407a-ab59-8c3e1265e8cf,20.19.120,Gas low temperature boiler < 20 kW (upright unit),Building service engineering' / 'Heating' / 'Heat generator,pcs.,D,-63.14,0.00,-0.02,-0.18,-0.01,0.00
e1c07a42-7835-415c-8e08-3b4b0312d15e,20.19.120,Usage - gas heat pump air (70 kW. 7 �C. acc. EnEV),Building service engineering' / 'Use' / 'Use heat generator (EnEV),MJ,B6,0.17,0.00,0.00,0.00,0.00,0.00
e1875cbe-23ad-4800-b40d-ca36b9baab6a,20.19.120,EPDM foam (pipe insulation),Building service engineering' / 'Heating' / 'Heat distribution and dissipation,m3,A1-A3,245.12,0.00,0.03,0.39,0.04,0.00
e1875cbe-23ad-4800-b40d-ca36b9baab6a,20.19.120,EPDM foam (pipe insulation),Building service engineering' / 'Heating' / 'Heat distribution and dissipation,m3,C2,0.33,0.00,0.00,0.00,0.00,0.00
e1875cbe-23ad-4800-b40d-ca36b9baab6a,20.19.120,EPDM foam (pipe insulation),Building service engineering' / 'Heating' / 'Heat distribution and dissipation,m3,C3,137.70,0.00,0.00,0.02,0.00,0.00
e1875cbe-23ad-4800-b40d-ca36b9baab6a,20.19.120,EPDM foam (pipe insulation),Building service engineering' / 'Heating' / 'Heat distribution and dissipation,m3,D,-69.57,0.00,-0.01,-0.06,-0.01,0.00
e114e6be-30fc-4cce-9e27-d7f8232384cf,20.19.120,Electricity grid mix scenario 2030,Others' / 'Energy carrier - delivery free user' / 'Electricity,MJ,B6,0.50,0.00,0.00,0.00,0.00,0.00
df3ec8a0-012d-49ba-ac07-878cdb764bf6,20.19.120,Woodchip boiler 20-120 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,A1-A3,2218.21,0.00,0.70,6.80,0.54,0.06
df3ec8a0-012d-49ba-ac07-878cdb764bf6,20.19.120,Woodchip boiler 20-120 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,C2,8.29,0.00,-0.01,0.04,0.01,0.00
df3ec8a0-012d-49ba-ac07-878cdb764bf6,20.19.120,Woodchip boiler 20-120 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,C3,5.08,0.00,0.00,0.03,0.00,0.00
df3ec8a0-012d-49ba-ac07-878cdb764bf6,20.19.120,Woodchip boiler 20-120 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,C4,1.80,0.00,0.00,0.00,0.00,0.00
df3ec8a0-012d-49ba-ac07-878cdb764bf6,20.19.120,Woodchip boiler 20-120 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,D,-998.69,0.00,-0.30,-2.30,-0.19,0.00
df0047fc-9bd3-4aab-baa1-25b383c6706f,20.19.120,Usage - oil condensing boiler (< 20 kW. acc. EnEV),Building service engineering' / 'Use' / 'Use heat generator (EnEV),MJ,B6,0.30,0.00,0.00,0.00,0.00,0.00
dea7df16-f59b-4842-a66c-cb9463a58ae3,20.19.120,Lime-cement plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,A1-A3,356.63,0.00,0.02,0.38,0.10,0.00
dea7df16-f59b-4842-a66c-cb9463a58ae3,20.19.120,Lime-cement plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,C2,5.75,0.00,0.00,0.01,0.00,0.00
dea7df16-f59b-4842-a66c-cb9463a58ae3,20.19.120,Lime-cement plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,C4,27.01,0.00,0.01,0.17,0.02,0.00
de7fbcfc-0ee0-4e65-a1f9-af1551a20281,20.19.120,Crushed stone 16-32 (dried),Mineral building products' / 'Concrete aggregates' / 'Natural stone,kg,A1-A3,0.03,0.00,0.00,0.00,0.00,0.00
de7fbcfc-0ee0-4e65-a1f9-af1551a20281,20.19.120,Crushed stone 16-32 (dried),Mineral building products' / 'Concrete aggregates' / 'Natural stone,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
de7fbcfc-0ee0-4e65-a1f9-af1551a20281,20.19.120,Crushed stone 16-32 (dried),Mineral building products' / 'Concrete aggregates' / 'Natural stone,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
de7fbcfc-0ee0-4e65-a1f9-af1551a20281,20.19.120,Crushed stone 16-32 (dried),Mineral building products' / 'Concrete aggregates' / 'Natural stone,kg,C3,0.01,0.00,0.00,0.00,0.00,0.00
de7fbcfc-0ee0-4e65-a1f9-af1551a20281,20.19.120,Crushed stone 16-32 (dried),Mineral building products' / 'Concrete aggregates' / 'Natural stone,kg,D,0.00,0.00,0.00,0.00,0.00,0.00
dd5333e6-ee1b-470c-be48-017a8753a80a,20.19.120,Louvrelight 2x T8-36W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,A1-A3,34.28,0.00,0.01,0.09,0.01,0.00
dd5333e6-ee1b-470c-be48-017a8753a80a,20.19.120,Louvrelight 2x T8-36W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,C2,0.06,0.00,0.00,0.00,0.00,0.00
dd5333e6-ee1b-470c-be48-017a8753a80a,20.19.120,Louvrelight 2x T8-36W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,C3,0.01,0.00,0.00,0.00,0.00,0.00
dd5333e6-ee1b-470c-be48-017a8753a80a,20.19.120,Louvrelight 2x T8-36W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,D,-17.31,0.00,0.00,-0.05,0.00,0.00
dcd5e23a-9bec-40b6-b07c-1642fe696a2e,20.19.120,District heating transfer station,Building service engineering' / 'Heating' / 'Heat generator,kg,A1-A3,4.77,0.00,0.00,0.02,0.00,0.00
dcd5e23a-9bec-40b6-b07c-1642fe696a2e,20.19.120,District heating transfer station,Building service engineering' / 'Heating' / 'Heat generator,kg,C2,0.01,0.00,0.00,0.00,0.00,0.00
dcd5e23a-9bec-40b6-b07c-1642fe696a2e,20.19.120,District heating transfer station,Building service engineering' / 'Heating' / 'Heat generator,kg,C3,0.21,0.00,0.00,0.00,0.00,0.00
dcd5e23a-9bec-40b6-b07c-1642fe696a2e,20.19.120,District heating transfer station,Building service engineering' / 'Heating' / 'Heat generator,kg,C4,0.01,0.00,0.00,0.00,0.00,0.00
dcd5e23a-9bec-40b6-b07c-1642fe696a2e,20.19.120,District heating transfer station,Building service engineering' / 'Heating' / 'Heat generator,kg,D,-1.23,0.00,0.00,0.00,0.00,0.00
dbc94e02-b28f-43eb-8133-a161e9b83dfa,20.19.120,Grey cast iron part,Metals' / 'Steel and iron' / 'Cast or forged steel and iron items,kg,A1-A3,1.64,0.00,0.00,0.00,0.00,0.00
dbc94e02-b28f-43eb-8133-a161e9b83dfa,20.19.120,Grey cast iron part,Metals' / 'Steel and iron' / 'Cast or forged steel and iron items,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
dbc94e02-b28f-43eb-8133-a161e9b83dfa,20.19.120,Grey cast iron part,Metals' / 'Steel and iron' / 'Cast or forged steel and iron items,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
dbc94e02-b28f-43eb-8133-a161e9b83dfa,20.19.120,Grey cast iron part,Metals' / 'Steel and iron' / 'Cast or forged steel and iron items,kg,D,0.10,0.00,0.00,0.00,0.00,0.00
d9ff9452-7685-48d1-8c66-b35059b262fe,20.19.120,Usage - electric heat pump water-water (10/35),Building service engineering' / 'Use' / 'Use heat generator,MJ,B6,0.10,0.00,0.00,0.00,0.00,0.00
d9f045e5-ae07-4ae6-9fde-5346560411d8,20.19.120,End of Life steel profile,End of Life' / 'Generic' / 'Metals,kg,C4,0.00,0.00,0.00,0.00,0.00,0.00
d9f045e5-ae07-4ae6-9fde-5346560411d8,20.19.120,End of Life steel profile,End of Life' / 'Generic' / 'Metals,kg,D,-0.39,0.00,0.00,0.00,0.00,0.00
d9ee3a94-83a2-4615-b071-9afa3aaeff42,20.19.120,Brass component,Metals' / 'Copper' / 'Cast or forged copper and brass items,kg,A1-A3,1.39,0.00,0.00,0.01,0.00,0.00
d9ee3a94-83a2-4615-b071-9afa3aaeff42,20.19.120,Brass component,Metals' / 'Copper' / 'Cast or forged copper and brass items,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
d9ee3a94-83a2-4615-b071-9afa3aaeff42,20.19.120,Brass component,Metals' / 'Copper' / 'Cast or forged copper and brass items,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
d9ee3a94-83a2-4615-b071-9afa3aaeff42,20.19.120,Brass component,Metals' / 'Copper' / 'Cast or forged copper and brass items,kg,D,0.03,0.00,0.00,0.00,0.00,0.00
d9baa9f5-b9d2-4f8f-928d-2f4116b36662,20.19.120,Rain drain pipe PVC,Plastics' / 'Tubes' / 'Rainwater/Grey water tubes,kg,A1-A3,2.43,0.00,0.00,0.00,0.00,0.00
d9baa9f5-b9d2-4f8f-928d-2f4116b36662,20.19.120,Rain drain pipe PVC,Plastics' / 'Tubes' / 'Rainwater/Grey water tubes,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
d9baa9f5-b9d2-4f8f-928d-2f4116b36662,20.19.120,Rain drain pipe PVC,Plastics' / 'Tubes' / 'Rainwater/Grey water tubes,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
d9baa9f5-b9d2-4f8f-928d-2f4116b36662,20.19.120,Rain drain pipe PVC,Plastics' / 'Tubes' / 'Rainwater/Grey water tubes,kg,C3,3.01,0.00,0.00,0.00,0.00,0.00
d9baa9f5-b9d2-4f8f-928d-2f4116b36662,20.19.120,Rain drain pipe PVC,Plastics' / 'Tubes' / 'Rainwater/Grey water tubes,kg,D,-0.67,0.00,0.00,0.00,0.00,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,A1-A3,36.99,0.00,0.01,0.15,0.03,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,C2,0.07,0.00,0.00,0.00,0.00,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,C3,1.52,0.00,0.00,0.00,0.00,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,C4,0.33,0.00,0.00,0.00,0.00,0.00
d941f45e-1244-419c-a083-e4a49fb5498e,20.19.120,Insulated glazing. double pane,Components for windows and curtain walls' / 'Infill' / 'Transparent infill,qm,D,-0.70,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,A1-A3,0.08,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,A5,0.00,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,C2,0.01,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,C3,0.00,0.00,0.00,0.00,0.00,0.00
d84cbf6a-0a50-426f-aa3d-c45918b43575,20.19.120,Asphalt surface layer,Mineral building products' / 'Asphalt' / 'Base courses,kg,D,-0.03,0.00,0.00,0.00,0.00,0.00
d7f4a913-441f-4c21-aae5-42e421737e29,20.19.120,Lime plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,A1-A3,407.99,0.00,0.01,0.23,0.05,0.00
d7f4a913-441f-4c21-aae5-42e421737e29,20.19.120,Lime plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,C2,5.75,0.00,0.00,0.01,0.00,0.00
d7f4a913-441f-4c21-aae5-42e421737e29,20.19.120,Lime plaster,Mineral building products' / 'Mortar and Concrete' / 'Renders and plasters,m3,C4,27.01,0.00,0.01,0.17,0.02,0.00
d775709c-1411-4aeb-9d20-36e1e8def5e2,20.19.120,Pipework for electric heat pump (brine-water. geothermal probe) 10 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,A1-A3,614.30,0.00,0.16,1.17,0.13,0.00
d775709c-1411-4aeb-9d20-36e1e8def5e2,20.19.120,Pipework for electric heat pump (brine-water. geothermal probe) 10 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,C3,0.00,0.00,0.00,0.00,0.00,0.00
d61e346a-1490-4ac6-adf5-3e9323f5b967,20.19.120,Pipework for electric heat pump (brine-water. geothermal probe) 70 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,A1-A3,6027.13,0.00,1.54,11.54,1.28,0.00
d61e346a-1490-4ac6-adf5-3e9323f5b967,20.19.120,Pipework for electric heat pump (brine-water. geothermal probe) 70 kW,Building service engineering' / 'Heating' / 'Heat generator,pcs.,C3,0.00,0.00,0.00,0.00,0.00,0.00
d61a6f60-bcca-4bf6-a151-bd076b4c3366,20.19.120,Application top coat powder,Metals' / 'Surface treatment and coating of metals' / 'Powder coating,qm,A1-A3,4.10,0.00,0.00,0.01,0.00,0.00
d61a6f60-bcca-4bf6-a151-bd076b4c3366,20.19.120,Application top coat powder,Metals' / 'Surface treatment and coating of metals' / 'Powder coating,qm,C1,0.00,0.00,0.00,0.00,0.00,0.00
d61a6f60-bcca-4bf6-a151-bd076b4c3366,20.19.120,Application top coat powder,Metals' / 'Surface treatment and coating of metals' / 'Powder coating,qm,C2,0.00,0.00,0.00,0.00,0.00,0.00
d61a6f60-bcca-4bf6-a151-bd076b4c3366,20.19.120,Application top coat powder,Metals' / 'Surface treatment and coating of metals' / 'Powder coating,qm,C3,0.21,0.00,0.00,0.00,0.00,0.00
d61a6f60-bcca-4bf6-a151-bd076b4c3366,20.19.120,Application top coat powder,Metals' / 'Surface treatment and coating of metals' / 'Powder coating,qm,D,-0.06,0.00,0.00,0.00,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,A1-A3,1.82,0.00,0.00,0.01,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,A5,0.01,0.00,0.01,0.00,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,C3,0.78,0.00,0.00,0.00,0.00,0.00
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,20.19.120,Application primer water based (windows. white),Coverings' / 'Varnishes and stains' / 'Varnish systems for wooden windows,kg,D,-0.24,0.00,0.00,0.00,0.00,0.00
d5d5eb65-74dd-4f7d-9c91-73384ed0fbcb,20.19.120,Louvrelight integrated into ceiling 2x T5-28W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,A1-A3,30.52,0.00,0.01,0.08,0.01,0.00
d5d5eb65-74dd-4f7d-9c91-73384ed0fbcb,20.19.120,Louvrelight integrated into ceiling 2x T5-28W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,C2,0.05,0.00,0.00,0.00,0.00,0.00
d5d5eb65-74dd-4f7d-9c91-73384ed0fbcb,20.19.120,Louvrelight integrated into ceiling 2x T5-28W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,C3,0.01,0.00,0.00,0.00,0.00,0.00
d5d5eb65-74dd-4f7d-9c91-73384ed0fbcb,20.19.120,Louvrelight integrated into ceiling 2x T5-28W (LFL),Building service engineering' / 'Electrical' / 'Lighting,pcs.,D,-15.41,0.00,0.00,-0.04,0.00,0.00
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,20.19.120,Lead sheets,Metals' / 'Lead' / 'Lead sheets,kg,A1-A3,1.28,0.00,0.00,0.00,0.00,0.00
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,20.19.120,Lead sheets,Metals' / 'Lead' / 'Lead sheets,kg,C1,0.00,0.00,0.00,0.00,0.00,0.00
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,20.19.120,Lead sheets,Metals' / 'Lead' / 'Lead sheets,kg,C2,0.00,0.00,0.00,0.00,0.00,0.00
d596ddf7-aaf3-44cc-b7ae-faedc8d0870a,20.19.120,Lead sheets,Metals' / 'Lead' / 'Lead sheets,kg,D,1.24,0.00,0.00,0.03,0.00,0.00
d58a0a7c-973c-4631-a46f-2f2287757c91,20.19.120,Elastomer joint tape. silicone rubber,Components for windows and curtain walls' / 'Sealing components / materials' / 'Rubber seal,kg,A1-A3,6.86,0.00,0.00,0.01,0.00,0.00
